index,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
7756,0,0.61,0.72,4,209,2,0,0,support,medium
9468,0,0.84,0.54,5,186,2,0,0,technical,medium
14040,0,0.64,0.67,4,252,3,1,0,sales,medium
1313,1,0.72,0.85,5,246,5,0,0,sales,medium
12352,1,0.91,0.91,4,262,6,0,0,support,low
9501,0,0.78,0.65,3,176,2,0,0,technical,low
8967,0,0.76,0.76,4,214,3,0,0,technical,high
9681,0,0.31,0.7,4,182,3,0,0,IT,medium
6602,0,1.0,0.63,5,171,3,0,0,technical,medium
14782,1,0.73,1.0,4,252,5,0,0,technical,medium
1144,1,0.43,0.45,2,140,3,0,0,sales,low
7397,0,0.63,0.64,4,178,3,0,0,product_mng,low
8435,0,0.57,0.37,3,108,4,0,0,technical,low
11295,0,0.53,0.79,3,221,10,1,0,sales,medium
3739,0,0.51,0.5,3,147,4,0,0,sales,medium
569,1,0.25,0.46,4,214,4,0,0,technical,medium
5605,0,0.51,0.82,3,206,4,0,0,hr,medium
4118,0,0.52,0.55,4,243,2,0,0,RandD,medium
12640,1,0.37,0.52,2,128,3,0,0,accounting,low
9598,0,0.79,0.72,5,245,3,1,0,technical,low
1491,1,0.39,0.56,2,133,3,0,0,technical,low
12094,1,0.09,0.83,6,255,4,0,0,sales,low
4021,0,1.0,0.49,3,106,4,0,0,support,low
6420,0,0.68,0.54,3,270,4,1,0,sales,low
12926,0,0.64,0.49,3,241,3,0,0,hr,medium
13190,0,0.97,0.63,5,258,2,0,0,IT,medium
5754,0,0.78,0.57,3,177,3,0,0,accounting,medium
11806,0,0.64,0.94,4,210,3,0,0,product_mng,low
566,1,0.11,0.79,7,310,4,0,0,hr,low
14991,1,0.09,0.81,6,257,4,0,0,support,low
6365,0,0.63,0.72,2,161,5,0,0,hr,medium
9027,0,0.69,0.52,5,219,3,0,0,sales,low
10692,0,0.71,0.9,3,138,3,0,0,marketing,medium
14794,1,0.44,0.56,2,145,3,0,0,support,medium
8897,0,0.54,0.71,3,153,3,0,0,technical,low
2300,0,0.51,0.41,6,106,5,0,0,sales,medium
7061,0,0.59,0.49,5,122,5,0,0,technical,medium
10997,0,0.51,0.58,4,140,2,1,0,product_mng,low
12553,1,0.79,1.0,5,257,6,0,0,sales,low
8773,0,0.97,0.69,4,134,3,0,0,RandD,high
8596,0,0.97,0.94,3,160,3,0,0,support,low
7508,0,0.76,0.81,4,193,3,1,0,accounting,low
7865,0,0.85,0.69,4,216,4,0,0,management,low
13720,0,0.75,0.87,4,146,8,1,0,support,low
1046,1,0.86,1.0,4,250,6,0,0,support,medium
3534,0,0.59,0.66,3,186,3,0,0,sales,medium
5821,0,0.72,0.84,3,167,3,0,0,sales,medium
468,1,0.9,0.92,5,245,5,0,0,sales,low
12881,0,0.58,0.49,3,167,3,0,0,IT,medium
1444,1,0.41,0.48,2,141,3,0,0,IT,low
10304,0,0.66,0.84,4,253,4,0,0,marketing,low
8708,0,0.16,0.66,6,229,6,0,0,marketing,low
7032,0,0.6,0.52,4,190,3,0,0,sales,medium
5935,0,0.87,0.57,4,231,4,0,0,technical,medium
365,1,0.91,0.87,4,235,5,0,0,technical,low
14615,1,0.76,0.87,5,245,5,0,0,sales,low
3044,0,0.71,0.9,3,262,2,1,0,product_mng,low
3106,0,0.45,0.39,2,167,3,0,0,support,medium
12935,0,0.82,0.62,3,152,6,0,0,technical,low
13005,0,0.66,0.8,4,192,3,0,0,hr,medium
6568,0,0.63,0.98,4,228,3,0,0,marketing,medium
2629,0,0.93,0.88,4,177,3,0,0,technical,low
5803,0,0.74,0.67,4,158,3,0,0,sales,low
12679,1,0.86,1.0,5,229,5,0,0,product_mng,low
9042,0,0.82,0.58,4,249,5,0,0,technical,medium
441,1,0.36,0.78,2,151,4,0,0,technical,low
4465,0,0.9,0.62,3,254,3,0,0,technical,medium
9471,0,0.52,0.74,3,160,2,0,0,marketing,high
2239,0,0.72,0.93,4,148,2,0,0,sales,low
2008,0,0.5,0.75,6,127,3,0,0,sales,low
11970,0,0.14,0.38,5,115,6,1,0,marketing,high
11952,0,0.52,0.62,5,239,2,0,0,sales,medium
4705,0,0.81,1.0,5,143,2,0,0,support,low
3687,0,0.85,0.79,3,156,3,0,0,sales,medium
616,1,0.39,0.49,2,144,3,0,0,marketing,medium
5810,0,0.84,0.91,3,247,4,0,0,marketing,low
13470,0,0.55,0.64,4,201,10,1,0,management,medium
10205,0,0.56,0.82,3,208,2,0,0,support,medium
14645,1,0.1,0.84,6,309,4,0,0,support,low
1810,1,0.43,0.48,2,157,3,0,0,support,low
14525,1,0.1,0.81,6,268,4,0,0,marketing,low
10939,0,0.52,0.63,3,233,3,0,1,sales,medium
6453,0,0.82,0.78,5,166,2,0,0,technical,high
10159,0,0.64,0.86,4,248,6,0,0,marketing,medium
10967,0,0.2,0.99,5,151,3,1,0,support,low
9466,0,0.99,0.7,2,182,4,0,0,accounting,medium
4836,0,0.5,0.84,3,156,4,0,0,accounting,low
1951,1,0.9,0.7,5,206,4,0,0,technical,low
1445,1,0.73,0.87,5,252,5,0,0,RandD,low
9945,0,0.63,0.49,5,192,2,0,0,sales,low
12846,0,0.21,0.71,4,270,2,0,0,sales,high
3835,0,0.18,0.64,3,223,4,1,0,sales,low
3322,0,1.0,0.88,4,191,4,0,0,technical,low
4028,0,0.78,0.72,3,255,4,1,0,management,low
3926,0,0.58,0.63,4,159,3,0,0,technical,medium
9668,0,0.24,0.76,6,213,4,0,0,support,medium
12589,1,0.39,0.54,2,155,3,0,0,support,low
9841,0,0.86,0.8,5,134,2,0,0,IT,low
12664,1,0.1,0.77,5,276,4,0,0,support,low
11411,0,0.94,0.51,6,239,5,0,0,sales,medium
14527,1,0.43,0.47,2,135,3,0,0,sales,low
6440,0,0.14,0.74,4,117,5,0,0,accounting,medium
9457,0,0.75,0.5,4,166,4,0,0,IT,low
13963,0,0.78,0.57,3,209,3,0,0,product_mng,medium
7914,0,0.92,0.79,3,243,4,0,0,support,medium
1104,1,0.11,0.89,6,254,4,0,0,technical,low
7669,0,0.82,0.51,3,210,2,0,0,technical,low
5903,0,0.62,0.91,3,142,6,1,0,sales,medium
10558,0,0.99,0.72,3,163,3,0,0,sales,medium
13679,0,0.59,0.62,3,166,2,0,0,sales,low
14697,1,0.38,0.49,2,135,3,0,0,accounting,low
3503,0,0.57,0.77,4,245,3,0,0,product_mng,medium
13925,0,0.51,0.75,3,133,3,0,0,sales,medium
1389,1,0.4,0.49,2,151,3,0,0,sales,medium
5730,0,0.9,0.62,3,233,5,1,0,technical,low
5050,0,0.74,0.8,4,241,2,0,0,sales,medium
7142,0,0.91,0.59,3,134,2,1,0,technical,medium
3684,0,0.76,0.56,4,214,2,1,0,sales,medium
12427,1,0.55,0.6,3,180,4,0,0,technical,medium
1470,1,0.45,0.51,2,155,3,1,0,sales,medium
8440,0,0.55,0.49,5,240,3,0,0,technical,high
14956,1,0.37,0.49,2,148,3,0,0,sales,low
9857,0,0.54,0.87,4,163,3,0,0,sales,medium
10943,0,0.91,0.74,3,150,2,0,0,accounting,medium
3104,0,0.96,0.82,4,274,3,0,0,support,medium
4303,0,0.5,0.54,4,165,3,0,0,accounting,low
4856,0,0.77,0.96,6,225,4,0,0,support,medium
5932,0,0.86,0.63,4,162,2,0,0,support,medium
1110,1,0.09,0.82,7,267,4,0,0,technical,low
6484,0,0.23,0.78,4,163,6,0,0,RandD,medium
8396,0,0.55,0.87,3,215,2,0,0,RandD,medium
4195,0,0.73,0.82,3,133,3,0,0,RandD,medium
14835,1,0.38,0.5,2,140,3,0,0,sales,low
1368,1,0.41,0.52,2,132,3,0,0,RandD,low
9147,0,0.74,0.54,3,243,3,0,0,IT,medium
1489,1,0.4,0.46,2,160,3,0,0,technical,low
11714,0,0.51,0.75,3,133,3,0,0,sales,medium
5860,0,0.9,0.62,5,236,6,0,0,technical,medium
6350,0,0.79,0.6,5,223,3,0,0,sales,low
6836,0,0.67,0.81,5,175,6,1,0,technical,medium
13849,0,0.91,0.61,4,135,10,0,0,accounting,medium
4744,0,0.61,0.68,4,244,3,0,0,sales,low
995,1,0.38,0.46,2,144,3,0,0,management,low
13266,0,0.45,0.48,3,145,2,0,0,support,medium
8126,0,0.76,0.73,3,192,2,0,0,technical,low
6816,0,0.74,0.86,5,153,2,0,0,sales,low
8558,0,0.61,0.53,4,183,3,0,0,marketing,low
2681,0,0.89,0.67,3,226,3,0,0,sales,medium
12605,1,0.86,0.92,5,252,5,0,0,RandD,low
9624,0,0.58,0.57,5,205,2,0,0,marketing,high
7132,0,0.35,0.58,3,103,3,0,0,hr,low
5336,0,0.6,0.68,4,264,2,1,0,RandD,low
13533,0,0.57,0.88,4,140,2,0,0,support,medium
6811,0,0.32,0.45,2,188,3,0,0,sales,low
2928,0,0.82,0.69,4,262,2,0,0,sales,low
408,1,0.91,0.92,4,246,5,0,0,sales,low
10932,0,0.13,0.61,5,198,5,0,0,sales,medium
2410,0,0.58,0.5,2,132,3,0,0,support,medium
1803,1,0.44,0.48,2,155,3,0,0,support,low
12591,1,0.66,0.67,2,255,3,0,0,technical,low
2832,0,0.54,0.78,4,176,2,0,0,marketing,medium
3084,0,0.34,0.57,4,152,3,1,0,accounting,low
10767,0,0.19,0.85,5,249,3,0,0,marketing,low
5887,0,0.97,0.93,2,270,4,0,0,sales,low
8956,0,0.87,0.53,4,144,3,0,0,sales,medium
4996,0,0.53,0.92,4,223,3,1,0,technical,low
12253,1,0.87,0.98,4,248,5,0,0,sales,low
1561,1,0.11,0.88,6,290,4,0,0,hr,low
9719,0,0.66,0.96,3,175,2,0,0,sales,low
11950,0,0.49,0.88,4,244,3,0,0,sales,low
11173,0,0.95,0.88,3,199,3,0,0,IT,medium
3902,0,0.2,0.49,5,199,5,0,0,sales,low
9547,0,0.72,0.73,5,167,3,0,0,marketing,medium
5190,0,0.21,0.74,5,141,4,0,0,accounting,high
6936,0,0.63,0.73,3,272,2,0,0,product_mng,low
7744,0,0.62,0.86,4,135,3,0,0,technical,low
5574,0,0.22,0.65,6,212,4,0,0,sales,medium
353,1,0.43,0.57,2,135,3,0,0,support,low
13575,0,0.91,0.77,3,144,3,0,0,sales,medium
13258,0,0.36,0.44,5,155,3,0,0,technical,medium
11733,0,0.74,0.74,5,160,3,1,0,sales,high
3312,0,0.82,0.65,4,210,2,0,0,accounting,medium
12858,0,0.58,0.69,4,165,3,0,0,technical,low
8536,0,0.53,0.59,3,148,3,0,0,IT,medium
4119,0,0.66,0.62,4,250,2,0,0,RandD,medium
5213,0,0.17,0.91,2,271,4,0,0,sales,medium
455,1,0.44,0.53,2,127,3,0,0,RandD,medium
11569,0,0.59,0.47,3,159,4,0,0,product_mng,low
708,1,0.11,0.87,6,255,4,0,0,sales,low
1497,1,0.37,0.48,2,129,3,0,0,support,low
2725,0,0.68,0.6,2,192,6,0,0,support,low
14737,1,0.41,0.45,2,144,3,1,0,product_mng,low
12270,1,0.44,0.51,2,127,3,0,0,technical,medium
1405,1,0.39,0.57,2,130,3,0,0,hr,low
4889,0,0.57,0.68,4,154,3,1,0,management,medium
13727,0,0.71,0.97,5,208,8,1,0,management,medium
11851,0,0.2,0.78,4,196,3,0,0,management,low
8059,0,0.84,0.73,5,105,5,0,0,support,low
8116,0,0.78,0.5,3,167,2,0,0,sales,low
14623,1,0.45,0.53,2,138,3,0,0,accounting,medium
1058,1,0.31,0.95,6,235,5,0,0,product_mng,low
8128,0,0.96,0.91,3,260,5,0,0,technical,low
9385,0,0.23,0.56,5,169,5,0,0,RandD,medium
11285,0,0.64,0.67,3,143,6,0,0,sales,medium
5434,0,0.61,0.51,4,242,3,0,0,sales,medium
5834,0,0.97,0.51,4,241,4,0,0,hr,medium
9919,0,0.85,0.81,3,205,3,0,0,marketing,high
13748,0,0.6,0.9,4,260,2,0,0,sales,medium
3591,0,1.0,0.76,5,201,3,0,0,management,low
3150,0,0.88,0.74,5,245,2,0,0,sales,medium
14003,0,0.56,0.74,3,265,3,0,0,support,medium
9698,0,0.8,0.84,3,195,3,0,0,support,medium
4246,0,0.74,0.92,5,255,3,0,0,support,low
868,1,0.74,0.88,4,248,6,0,0,accounting,low
8186,0,0.83,0.89,4,136,3,0,0,sales,medium
5723,0,0.88,0.62,4,221,2,0,0,RandD,low
6624,0,0.95,0.73,4,238,3,1,0,IT,low
14694,1,0.42,0.54,2,143,3,1,0,sales,low
6868,0,0.51,0.74,3,271,4,0,0,RandD,medium
3732,0,0.29,0.43,3,162,4,0,0,IT,medium
679,1,0.86,1.0,5,229,5,0,0,product_mng,low
11591,0,0.54,0.64,3,190,7,0,0,sales,medium
12437,1,0.43,0.53,2,160,3,0,0,support,low
5673,0,0.76,0.87,4,161,3,0,0,sales,high
6806,0,0.51,0.46,3,176,3,0,0,sales,low
3450,0,0.89,0.58,4,232,2,0,0,sales,low
5812,0,0.44,0.99,5,119,2,0,0,sales,low
1239,1,0.38,0.47,2,152,3,0,0,sales,medium
14289,1,0.43,0.56,2,157,3,0,0,sales,low
1474,1,0.79,0.86,5,226,5,0,0,sales,medium
3268,0,0.74,0.63,4,170,2,0,0,IT,medium
7173,0,1.0,0.61,5,264,3,0,0,RandD,medium
4486,0,0.76,0.79,3,161,3,0,0,technical,low
4883,0,0.78,0.95,3,249,4,0,0,RandD,low
4838,0,0.46,0.38,6,165,3,0,0,accounting,low
4321,0,0.98,0.63,3,137,3,0,0,support,medium
7102,0,0.66,0.49,4,194,5,0,0,accounting,medium
2347,0,0.69,0.89,4,174,2,0,0,technical,low
13586,0,1.0,0.93,5,167,3,0,0,sales,medium
638,1,0.84,0.83,4,227,5,0,0,accounting,low
11520,0,0.77,0.64,3,190,10,1,0,IT,medium
10162,0,0.67,0.76,2,210,2,0,0,sales,medium
3741,0,0.66,0.4,2,155,5,1,0,support,medium
922,1,0.43,0.47,2,137,3,0,0,marketing,medium
10119,0,0.97,0.93,2,160,6,0,0,technical,medium
6899,0,0.86,1.0,3,166,3,1,0,accounting,medium
8872,0,0.58,0.77,4,190,6,0,0,sales,high
14030,0,0.61,0.61,4,246,2,0,0,accounting,low
10017,0,0.89,0.84,6,196,4,0,0,sales,medium
2953,0,0.67,0.7,5,159,3,1,0,support,medium
10668,0,0.65,0.88,4,173,3,0,0,management,medium
2230,0,0.93,0.8,4,248,3,0,0,sales,low
8677,0,0.2,1.0,3,123,4,0,0,support,low
4530,0,0.52,0.97,3,185,2,0,0,sales,low
14196,0,0.72,0.64,4,192,3,0,0,sales,medium
12714,1,0.4,0.51,2,144,3,0,0,accounting,low
12463,1,0.8,0.85,4,273,5,0,0,management,low
4949,0,0.76,0.89,4,181,3,0,0,IT,low
3702,0,0.62,0.97,5,180,2,0,0,technical,high
2094,0,0.48,0.56,2,151,3,0,0,hr,medium
9096,0,0.83,0.88,3,223,3,1,0,sales,low
10613,0,0.9,0.81,4,175,3,0,0,management,medium
1697,1,0.1,0.87,7,299,4,0,0,sales,low
9293,0,0.67,0.71,4,159,2,1,0,technical,medium
7515,0,0.94,0.77,5,233,4,0,0,technical,high
7871,0,0.52,0.88,3,261,4,0,0,sales,medium
7638,0,0.69,0.36,5,269,6,1,0,marketing,medium
53,1,0.39,0.54,2,132,3,0,0,support,low
9458,0,0.51,0.89,3,230,4,0,0,marketing,low
6395,0,0.84,0.52,5,189,2,1,0,IT,low
5020,0,0.86,0.49,4,274,2,0,0,management,low
2255,0,0.87,0.74,4,190,4,0,0,technical,medium
5516,0,0.49,0.74,4,104,4,0,0,sales,medium
10111,0,0.22,0.84,3,131,5,1,0,technical,low
13041,0,0.59,0.39,5,200,4,0,0,product_mng,medium
13822,0,0.65,0.52,2,117,10,1,0,support,low
7125,0,0.56,0.51,5,256,4,1,0,sales,low
8502,0,0.48,0.45,3,277,2,1,0,accounting,high
8745,0,0.52,0.58,4,134,3,0,0,technical,low
7271,0,0.79,0.98,3,195,2,0,0,sales,low
7608,0,0.3,0.85,2,203,3,0,0,support,medium
354,1,0.33,0.88,6,219,5,0,0,support,low
11496,0,0.31,0.86,3,266,7,0,0,sales,low
2219,0,0.28,0.55,4,208,4,0,0,marketing,medium
7202,0,0.82,0.75,4,224,3,0,0,sales,low
10277,0,0.87,0.84,5,216,3,1,0,support,medium
9297,0,0.9,0.58,3,264,3,0,0,IT,medium
13847,0,0.41,0.67,6,221,10,0,0,marketing,medium
1898,1,0.44,0.53,2,155,3,0,0,product_mng,medium
10275,0,0.72,0.5,4,245,3,0,0,support,medium
6951,0,0.73,0.89,3,226,3,1,0,technical,high
5298,0,0.21,0.85,5,153,3,0,0,hr,low
400,1,0.91,1.0,5,251,6,0,0,sales,low
8814,0,0.2,0.59,5,105,4,0,0,technical,high
9513,0,0.92,0.54,4,217,4,0,0,support,low
14190,0,0.52,0.55,5,174,3,1,0,sales,medium
12280,1,0.1,0.98,6,268,4,0,0,support,low
14320,1,0.4,0.49,2,155,3,0,0,hr,medium
9951,0,0.94,0.85,3,137,3,0,0,sales,low
10893,0,0.59,0.97,5,179,6,0,0,support,medium
9180,0,0.48,0.96,4,224,2,1,0,sales,low
6537,0,0.49,0.63,3,245,4,0,0,support,low
11754,0,0.61,0.79,5,230,10,0,0,management,high
12015,1,0.38,0.54,2,143,3,0,0,sales,low
13539,0,0.5,0.52,2,178,2,0,0,support,medium
8844,0,0.22,0.8,4,149,5,0,0,product_mng,medium
10643,0,0.91,0.78,3,269,3,1,0,technical,high
7485,0,0.58,0.5,3,208,3,0,0,management,medium
7771,0,0.12,0.39,5,161,4,0,0,IT,low
2408,0,0.22,0.88,4,213,3,1,0,technical,medium
3416,0,0.84,0.97,6,223,2,0,0,technical,medium
13320,0,0.84,0.63,3,121,3,1,0,sales,low
3425,0,0.89,0.54,3,214,2,0,0,product_mng,medium
12836,0,0.54,0.74,2,166,3,0,0,sales,medium
8941,0,0.91,0.88,5,210,2,1,0,sales,low
7979,0,0.53,0.45,5,140,5,0,0,technical,low
4504,0,0.35,0.67,3,119,3,0,1,marketing,medium
14608,1,0.09,0.79,6,293,5,0,0,sales,low
5524,0,0.64,0.38,5,171,6,1,1,accounting,high
706,1,0.79,0.93,4,226,5,0,0,sales,low
2005,0,0.36,0.95,3,206,4,0,0,sales,low
1077,1,0.8,0.95,5,244,5,0,0,sales,medium
12318,1,0.11,0.94,6,276,4,0,0,sales,low
12671,1,0.11,0.94,6,264,4,0,0,IT,low
6008,0,0.65,0.85,3,213,2,0,0,support,low
11396,0,0.63,0.48,4,180,4,0,0,management,high
14756,1,0.78,1.0,5,236,5,0,0,sales,medium
9448,0,0.97,0.91,2,112,5,0,0,IT,low
2477,0,0.81,0.83,3,196,2,0,0,technical,low
14721,1,0.44,0.48,2,146,3,0,0,support,low
10191,0,0.63,0.5,4,172,2,0,0,technical,low
12873,0,0.8,0.66,4,223,3,0,0,support,medium
11166,0,0.48,0.77,6,274,6,0,0,product_mng,medium
3045,0,0.9,0.69,4,174,2,0,0,product_mng,low
2099,0,0.61,0.95,5,233,3,0,0,technical,medium
9899,0,0.79,0.85,4,100,6,0,0,support,medium
2809,0,0.5,0.91,3,212,2,0,0,IT,low
5223,0,0.71,0.97,3,189,3,1,0,technical,high
14776,1,0.79,0.58,3,294,4,0,0,hr,low
2523,0,0.9,0.87,5,219,2,0,0,marketing,medium
3823,0,0.37,0.88,4,155,3,0,0,sales,medium
7493,0,0.82,0.63,3,171,3,0,0,sales,medium
14777,1,0.11,0.79,7,310,4,0,0,hr,low
14787,1,0.48,0.78,2,198,2,0,0,technical,medium
4163,0,0.63,0.9,2,242,3,1,0,technical,high
7307,0,0.54,0.6,4,139,5,0,0,support,low
9972,0,0.59,0.59,4,244,3,0,0,support,medium
7957,0,0.5,0.76,2,107,4,0,0,sales,high
2409,0,0.83,0.52,4,273,3,0,0,technical,medium
1366,1,0.39,0.52,2,129,3,0,0,product_mng,low
4453,0,0.41,0.86,6,215,5,0,0,sales,low
3579,0,0.71,0.36,4,278,4,1,0,product_mng,high
11220,0,0.51,0.39,5,132,6,1,1,technical,low
11896,0,0.72,0.99,3,143,4,0,0,sales,low
4181,0,0.19,0.93,3,110,4,0,0,technical,medium
248,1,0.87,0.91,4,228,5,0,0,sales,low
11456,0,0.19,0.8,6,157,6,1,0,sales,low
13757,0,0.24,0.56,4,281,7,0,0,sales,medium
12539,1,0.11,0.94,7,244,4,0,0,management,medium
1780,1,0.76,0.84,5,227,5,1,0,sales,medium
1335,1,0.87,0.9,3,307,5,0,0,technical,low
8904,0,0.94,0.49,2,250,5,0,0,support,low
13149,0,0.85,0.98,5,222,3,0,1,sales,medium
13038,0,0.65,0.98,3,252,2,0,0,product_mng,high
809,1,0.11,0.97,7,310,4,0,0,support,medium
3592,0,0.75,0.59,5,206,2,0,0,marketing,low
8916,0,0.7,0.74,3,202,2,0,0,IT,medium
501,1,0.66,0.57,5,161,5,0,0,technical,high
5511,0,0.71,0.94,4,209,3,0,0,sales,medium
6093,0,0.7,0.68,4,143,5,0,0,IT,high
13831,0,0.63,0.65,3,190,10,0,0,sales,medium
6040,0,0.58,0.48,5,251,3,0,0,sales,medium
12841,0,0.95,0.71,4,151,4,0,0,sales,medium
2941,0,0.67,0.52,2,102,6,0,0,technical,low
1068,1,0.74,1.0,5,223,5,0,0,accounting,low
5695,0,0.61,0.72,3,144,2,0,0,support,low
1576,1,0.6,0.85,3,250,2,0,0,support,low
14928,1,0.44,0.52,2,141,3,0,0,management,low
3802,0,0.95,0.87,3,208,2,0,0,IT,high
7631,0,0.77,0.62,5,190,3,0,0,RandD,low
9191,0,0.32,0.95,2,184,5,0,0,hr,medium
3836,0,0.58,0.63,4,271,3,0,0,sales,low
8618,0,0.81,0.85,4,202,3,1,0,product_mng,medium
7370,0,0.84,0.52,5,171,3,0,0,technical,medium
5418,0,0.49,0.47,4,285,3,0,0,RandD,low
3746,0,0.91,0.91,3,167,3,0,0,marketing,medium
1199,1,0.75,0.74,6,134,3,0,0,support,medium
4844,0,0.66,0.96,4,103,2,0,0,technical,low
9089,0,0.85,0.78,3,165,4,0,0,marketing,medium
2208,0,0.6,0.89,3,167,4,0,0,RandD,medium
10026,0,0.56,0.75,4,141,3,0,0,sales,low
10699,0,0.79,0.49,3,273,3,0,0,sales,medium
4781,0,0.72,0.7,3,149,3,0,0,support,medium
13546,0,0.83,0.5,6,165,3,0,0,management,medium
14658,1,0.1,0.84,5,298,4,0,0,IT,low
7207,0,0.5,0.81,3,183,3,0,0,hr,low
1009,1,0.75,0.88,4,239,5,0,0,sales,low
1787,1,0.45,0.57,2,138,3,0,0,hr,medium
1412,1,0.46,0.46,2,140,3,0,0,technical,low
10276,0,0.78,0.95,3,155,3,1,0,support,medium
7590,0,0.68,0.64,2,167,2,0,0,hr,low
7728,0,0.73,0.51,3,244,2,0,0,sales,medium
4783,0,0.41,0.54,2,190,4,0,0,support,low
1385,1,0.4,0.46,2,146,3,0,0,sales,low
7524,0,0.92,0.84,3,220,3,1,0,technical,high
12567,1,0.1,0.97,6,282,4,0,0,hr,medium
4224,0,0.83,0.68,4,273,2,0,0,sales,low
9463,0,0.37,0.62,4,253,2,0,0,marketing,medium
5117,0,0.79,0.56,5,250,2,1,1,management,medium
1639,1,0.42,0.46,2,135,3,0,0,technical,low
7932,0,0.17,0.85,3,234,3,0,0,RandD,low
11664,0,0.89,0.59,3,265,8,0,0,RandD,low
12235,1,0.83,0.85,4,255,5,0,0,management,low
13646,0,0.54,0.52,4,173,2,0,0,marketing,medium
3495,0,0.66,0.87,3,186,2,0,0,IT,medium
5328,0,0.84,0.91,3,199,4,0,0,IT,medium
6112,0,0.14,0.95,4,144,5,0,0,marketing,low
13358,0,0.57,0.59,4,250,2,0,0,support,low
3985,0,0.55,0.64,3,138,3,1,0,sales,low
2624,0,0.82,0.62,4,202,2,0,0,accounting,low
4932,0,0.39,0.38,2,106,3,1,0,support,medium
6642,0,0.51,0.76,2,239,3,0,0,support,high
1439,1,0.76,0.99,4,253,5,1,0,IT,medium
6826,0,0.42,0.38,2,115,3,0,0,hr,medium
11050,0,0.72,0.54,4,219,2,0,0,technical,medium
10036,0,0.85,0.46,3,123,5,1,0,technical,low
8374,0,0.57,0.75,5,172,4,0,0,support,medium
2844,0,0.92,0.62,4,265,3,1,0,sales,medium
12521,1,0.74,0.99,4,233,5,0,0,IT,low
5791,0,0.48,0.87,3,236,2,0,0,IT,low
14577,1,0.1,0.83,6,258,4,0,0,management,low
11288,0,0.69,0.76,3,174,6,0,0,sales,medium
1423,1,0.39,0.49,2,146,3,0,0,support,low
14137,0,0.78,0.53,6,168,3,0,0,sales,low
12483,1,0.42,0.54,2,143,3,1,0,sales,low
3145,0,0.78,0.68,5,189,3,0,0,sales,medium
2254,0,0.91,0.82,3,183,3,0,0,technical,medium
13842,0,0.49,0.78,4,254,10,0,0,management,high
5870,0,0.32,0.79,4,136,3,0,0,product_mng,medium
12087,1,0.44,0.45,2,132,3,0,0,sales,low
2969,0,0.31,0.86,3,205,5,0,0,product_mng,low
2992,0,0.86,0.58,4,211,4,0,0,sales,medium
12618,1,0.45,0.57,2,148,3,0,0,marketing,high
1757,1,0.36,0.51,2,144,3,0,0,sales,low
12884,0,0.63,0.72,6,163,4,0,0,IT,high
4553,0,1.0,0.76,6,246,3,1,1,support,medium
358,1,0.31,0.62,6,135,5,0,0,support,low
12000,1,0.38,0.53,2,157,3,0,0,sales,low
10264,0,0.53,0.57,5,141,3,1,0,technical,high
14268,1,0.1,0.81,6,309,4,0,0,technical,low
9121,0,0.23,0.63,5,151,4,1,0,technical,low
2979,0,0.67,0.61,4,140,2,0,0,sales,low
8855,0,0.82,0.76,3,174,3,0,0,sales,medium
14249,1,0.11,0.89,6,306,4,0,0,technical,low
11255,0,0.99,0.66,3,181,2,0,0,IT,medium
8120,0,0.76,0.85,4,135,3,0,0,accounting,medium
482,1,0.77,0.87,4,242,6,0,0,sales,low
3393,0,0.71,0.53,3,186,2,0,0,technical,low
1723,1,0.11,0.87,6,280,4,0,0,technical,low
8903,0,0.65,0.84,3,189,2,1,0,support,low
10071,0,0.78,0.96,3,217,3,0,0,marketing,high
7791,0,0.33,0.4,6,214,6,0,0,marketing,medium
4662,0,0.66,0.57,3,169,4,1,0,marketing,medium
2816,0,0.95,0.45,3,225,2,0,0,product_mng,low
6962,0,0.87,0.86,3,196,4,0,0,sales,low
12543,1,0.89,0.92,5,237,5,0,0,sales,medium
3582,0,0.62,0.91,3,133,3,0,0,RandD,medium
13875,0,0.89,0.59,3,265,8,0,0,RandD,low
4619,0,0.69,0.64,4,200,3,0,0,technical,medium
11446,0,0.31,0.7,3,132,3,0,0,product_mng,low
3555,0,0.72,0.72,5,194,4,0,0,technical,low
12569,1,0.25,0.46,4,214,4,0,0,technical,medium
5626,0,0.66,0.94,4,198,3,1,0,support,medium
421,1,0.1,0.94,6,287,4,0,0,technical,medium
5671,0,0.75,0.96,5,190,3,0,0,sales,medium
2960,0,0.63,0.89,4,246,3,0,0,technical,medium
6120,0,0.14,0.52,4,122,2,0,0,sales,high
8959,0,0.32,0.67,5,224,4,1,0,accounting,medium
753,1,0.43,0.52,2,150,3,0,0,product_mng,low
6985,0,0.49,0.57,4,145,2,0,0,technical,medium
8864,0,0.81,0.56,3,142,3,0,0,sales,low
11205,0,0.77,0.89,4,153,7,0,0,sales,medium
11833,0,0.7,0.83,5,241,2,0,0,sales,medium
5734,0,0.53,0.54,4,257,3,1,0,marketing,low
10963,0,0.6,0.6,4,147,3,0,0,support,low
3915,0,0.89,0.93,5,191,4,0,0,sales,low
2878,0,0.74,0.59,4,155,3,0,0,support,medium
1404,1,0.79,0.93,5,269,5,0,0,accounting,low
2896,0,0.6,0.99,3,187,2,0,0,RandD,low
